Description,Torque,Ratio,Efficiency,Weight,Inertia,Shaft,Price
"Planetary gearhead GPX 16 HP Ø16 mm, 2-stage",0.55,21 : 1,75,32,0.208,16,120.55
"Planetary gearhead GPX 16 HP Ø16 mm, 2-stage",0.55,26 : 1,75,32,0.208,16,120.55
"Planetary gearhead GPX 16 HP Ø16 mm, 2-stage",0.55,28 : 1,75,32,0.208,16,120.55
"Planetary gearhead GPX 16 HP Ø16 mm, 2-stage",0.55,35 : 1,75,32,0.208,16,120.55
"Planetary gearhead GPX 16 HP Ø16 mm, 2-stage",0.55,44 : 1,75,32,0.208,16,120.55
"Planetary gearhead GPX 16 HP Ø16 mm, 3-stage",0.8,62 : 1,65,37,0.178,16,137.64
"Planetary gearhead GPX 16 HP Ø16 mm, 3-stage",0.8,83 : 1,65,37,0.178,16,137.64
"Planetary gearhead GPX 16 SP STE Ø16 mm, 1-stage",0.045,3.9 : 1,85,27,0.0497,16,120.64
"Planetary gearhead GPX 16 SP STE Ø16 mm, 1-stage",0.045,5.3 : 1,85,27,0.0267,16,120.64
"Planetary gearhead GPX 16 SP STE Ø16 mm, 1-stage",0.045,6.6 : 1,85,27,0.0167,16,120.64
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,16 : 1,80,35,0.0433,16,191.73
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,21 : 1,80,35,0.0239,16,191.73
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,26 : 1,80,35,0.0396,16,191.73
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,28 : 1,80,35,0.0225,16,191.73
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,35 : 1,80,35,0.0219,16,191.73
"Planetary gearhead GPX 16 SP STE Ø16 mm, 2-stage",0.11,44 : 1,80,35,0.0142,16,191.73
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,103 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,111 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,138 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,150 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,172 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,186 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,231 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,243 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,326 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 1-stage",0.16,3.9 : 1,90,20,0.128,16,80.09
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,406 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,439 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,546 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,590 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 1-stage",0.16,5.3 : 1,90,20,0.128,16,80.09
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,679 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 1-stage",0.16,6.6 : 1,90,20,0.128,16,80.09
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,734 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,794 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,913 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,987 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,1135 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,1227 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 4-stage",0.36,1526 : 1,65,31,0.109,16,110.82
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,16 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,21 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,26 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,28 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,35 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 2-stage",0.2,44 : 1,80,25,0.109,16,90.18
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,62 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LN Ø16 mm, 3-stage",0.28,83 : 1,75,27,0.106,16,100.36
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,103 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,111 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,138 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,150 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,172 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,186 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,231 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,243 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,326 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,406 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,439 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,546 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,590 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,679 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,734 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,794 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,913 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,987 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,1135 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,1227 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 4-stage",0.45,1526 : 1,65,31,0.109,16,123.45
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,16 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,21 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,26 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,28 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,35 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ Ø16 mm, 2-stage",0.25,44 : 1,80,25,0.109,16,102.82
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,62 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 LZ  Ø16 mm, 3-stage",0.35,83 : 1,75,27,0.106,16,113
"Planetary gearhead GPX 16 SP STES Ø16 mm, 1-stage",0.045,3.9 : 1,85,37,0.0506,16,209.27
"Planetary gearhead GPX 16 SP STES Ø16 mm, 1-stage",0.045,5.3 : 1,85,37,0.0272,16,209.27
"Planetary gearhead GPX 16 SP STES Ø16 mm, 1-stage",0.045,6.6 : 1,85,37,0.017,16,209.27
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,16 : 1,80,45,0.0434,16,280.36
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,21 : 1,80,45,0.024,16,280.36
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,26 : 1,80,45,0.0396,16,280.36
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,28 : 1,80,45,0.0225,16,280.36
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,35 : 1,80,45,0.0219,16,280.36
"Planetary gearhead GPX 16 SP STES Ø16 mm, 2-stage",0.11,44 : 1,80,45,0.0142,16,280.36
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,103 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,111 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,138 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,150 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,172 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,186 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,231 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,243 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,326 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 1-stage",0.35,3.9 : 1,90,30,0.302,19,71.91
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,406 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,439 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,546 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,590 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 1-stage",0.35,5.3 : 1,90,30,0.302,19,71.91
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,679 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 1-stage",0.35,6.6 : 1,90,30,0.302,19,71.91
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,734 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,794 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,913 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,987 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,1135 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,1227 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 4-stage",0.8,1526 : 1,65,55,0.323,19,108.09
"Planetary gearhead GPX 19 Ø19 mm, 2-stage",0.45,16 : 1,80,40,0.226,19,83.73
"Planetary gearhead GPX 19 Ø19 mm, 2-stage",0.45,21 : 1,80,40,0.226,19,83.73
"Planetary gearhead GPX 19 Ø19 mm, 2-stage",0.45,26 : 1,80,40,0.226,19,83.73
"Planetary gearhead GPX 19 Ø19 mm, 2-stage",0.45,28 : 1,80,40,0.226,19,83.73
"Planetary gearhead GPX 19 Ø19 mm, 2-stage",0.45,35 : 1,80,40,0.226,19,83.73
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,62 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 Ø19 mm, 3-stage",0.65,83 : 1,75,43,0.16,19,94
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,103 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,111 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,138 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,150 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,172 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,186 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,231 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,243 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,326 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 1-stage",0.47,3.9 : 1,90,30,0.302,19,81.64
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,406 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,439 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,546 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,590 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 1-stage",0.47,5.3 : 1,90,30,0.302,19,81.64
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,679 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 1-stage",0.47,6.6 : 1,90,30,0.302,19,81.64
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,734 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,794 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,913 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,987 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,1135 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,1227 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 4-stage",1.05,1526 : 1,65,55,0.323,19,133.91
"Planetary gearhead GPX 19 C Ø19 mm, 2-stage",0.6,16 : 1,80,40,0.226,19,97.91
"Planetary gearhead GPX 19 C Ø19 mm, 2-stage",0.6,21 : 1,80,40,0.226,19,97.91
"Planetary gearhead GPX 19 C Ø19 mm, 2-stage",0.6,26 : 1,80,40,0.226,19,97.91
"Planetary gearhead GPX 19 C Ø19 mm, 2-stage",0.6,28 : 1,80,40,0.226,19,97.91
"Planetary gearhead GPX 19 C Ø19 mm, 2-stage",0.6,35 : 1,80,40,0.226,19,97.91
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,62 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 C Ø19 mm, 3-stage",0.86,83 : 1,75,43,0.16,19,114.64
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,103 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,111 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,138 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,150 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,172 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,186 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,231 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,243 : 1,55,41,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,326 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,406 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,439 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,546 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,590 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,679 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,734 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,794 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,913 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,987 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,1135 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,1227 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 4-stage",2,1526 : 1,55,63,0.512,19,170
"Planetary gearhead GPX 19 HP Ø19 mm, 2-stage",0.9,16 : 1,75,51,0.64,19,132.82
"Planetary gearhead GPX 19 HP Ø19 mm, 2-stage",0.9,21 : 1,75,51,0.64,19,132.82
"Planetary gearhead GPX 19 HP Ø19 mm, 2-stage",0.9,26 : 1,75,51,0.64,19,132.82
"Planetary gearhead GPX 19 HP Ø19 mm, 2-stage",0.9,28 : 1,75,51,0.64,19,132.82
"Planetary gearhead GPX 19 HP Ø19 mm, 2-stage",0.9,35 : 1,75,51,0.64,19,132.82
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,62 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 HP Ø19 mm, 3-stage",1.6,83 : 1,65,61,0.527,19,152.73
"Planetary gearhead GPX 19 SP STE Ø19 mm, 1-stage",0.08,3.9 : 1,85,41,0.131,19,131.64
"Planetary gearhead GPX 19 SP STE Ø19 mm, 1-stage",0.08,5.3 : 1,85,41,0.0711,19,131.64
"Planetary gearhead GPX 19 SP STE Ø19 mm, 1-stage",0.08,6.6 : 1,85,41,0.0434,19,131.64
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,16 : 1,80,54,0.1,19,204
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,21 : 1,80,54,0.1,19,204
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,26 : 1,80,54,0.0903,19,204
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,28 : 1,80,54,0.0516,19,204
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,35 : 1,80,54,0.05,19,204
"Planetary gearhead GPX 19 SP STE Ø19 mm, 2-stage",0.2,44 : 1,80,54,0.0324,19,204
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,103 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,111 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,138 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,150 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,172 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,186 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,231 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,243 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,326 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 1-stage",0.28,3.9 : 1,90,30,0.302,19,86.45
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,406 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,439 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,546 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,590 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 1-stage",0.28,5.3 : 1,90,30,0.302,19,86.45
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,679 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 1-stage",0.28,6.6 : 1,90,30,0.302,19,86.45
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,734 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,794 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,913 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,987 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,1135 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,1227 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 4-stage",0.64,1526 : 1,90,55,0.323,19,122.64
"Planetary gearhead GPX 19 LN Ø19 mm, 2-stage",0.36,16 : 1,80,40,0.226,19,98.27
"Planetary gearhead GPX 19 LN Ø19 mm, 2-stage",0.36,21 : 1,80,40,0.226,19,98.27
"Planetary gearhead GPX 19 LN Ø19 mm, 2-stage",0.36,26 : 1,80,40,0.226,19,98.27
"Planetary gearhead GPX 19 LN Ø19 mm, 2-stage",0.36,28 : 1,80,40,0.226,19,98.27
"Planetary gearhead GPX 19 LN Ø19 mm, 2-stage",0.36,35 : 1,80,40,0.226,19,98.27
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,62 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LN Ø19 mm, 3-stage",0.52,83 : 1,75,43,0.16,19,108.55
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,103 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,111 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,138 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,150 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,172 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,186 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,231 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,243 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,326 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,406 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,439 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,546 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,590 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,679 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,734 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,794 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,913 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,987 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,1135 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,1227 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 4-stage",0.8,1526 : 1,65,55,0.323,19,135.27
"Planetary gearhead GPX 19 LZ Ø19 mm, 2-stage",0.45,16 : 1,80,40,0.226,19,110.91
"Planetary gearhead GPX 19 LZ Ø19 mm, 2-stage",0.45,21 : 1,80,40,0.226,19,110.91
"Planetary gearhead GPX 19 LZ Ø19 mm, 2-stage",0.45,26 : 1,80,40,0.226,19,110.91
"Planetary gearhead GPX 19 LZ Ø19 mm, 2-stage",0.45,28 : 1,80,40,0.226,19,110.91
"Planetary gearhead GPX 19 LZ Ø19 mm, 2-stage",0.45,35 : 1,80,40,0.226,19,110.91
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,62 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 LZ Ø19 mm, 3-stage",0.65,83 : 1,75,43,0.16,19,121.18
"Planetary gearhead GPX 19 SP STES Ø19 mm, 1-stage",0.08,3.9 : 1,85,56,0.133,19,222.09
"Planetary gearhead GPX 19 SP STES Ø19 mm, 1-stage",0.08,5.3 : 1,85,56,0.0724,19,222.09
"Planetary gearhead GPX 19 SP STES Ø19 mm, 1-stage",0.08,6.6 : 1,85,56,0.0442,19,222.09
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,16 : 1,80,69,0.1,19,294.45
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,21 : 1,80,69,0.0557,19,294.45
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,26 : 1,80,69,0.0903,19,294.45
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,28 : 1,80,69,0.0517,19,294.45
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,35 : 1,80,69,0.05,19,294.45
"Planetary gearhead GPX 19 SP STES Ø19 mm, 2-stage",0.2,44 : 1,80,69,0.0324,19,294.45
